Material Composition,Fabrication Technique,Tensile Strength (MPa),Thermal Conductivity (W/m·K),Elastic Modulus (GPa),Density (g/cm³),Fiber Volume Fraction (%)
Carbon Nanotubes,Electrospinning,962.2309659078026,28.666912762079132,230.16834655696752,2.4940143940411996,59.63189364472932
Carbon Nanotubes,Langmuir-Blodgett,1435.6718630817259,41.80210427513455,169.22733552173688,2.084020133985365,58.813747003585945
Graphene,Langmuir-Blodgett,891.8939209359135,43.334204563848104,103.207724656934,1.901613438166465,50.01599336134725
Graphene,Electrospinning,902.865739150104,21.337712909669015,135.03945137092285,2.3762174572647368,50.57865723340366
Graphene,Langmuir-Blodgett,1150.7733897816101,42.846058156249455,217.19781569508274,1.979696843075708,58.61151805979678
Carbon Nanotubes,Langmuir-Blodgett,1026.9862183264281,17.180056211640057,221.9126614709522,1.8079354609889466,50.882926645381325
Graphene,Langmuir-Blodgett,874.4498775384349,40.51082218150782,237.8505606963027,1.6642223851798685,45.553298345843636
Graphene,Electrospinning,1489.7744156800895,19.95138175205443,107.65217743551273,2.244469214872944,53.55181666356607
Polymer Matrix,Langmuir-Blodgett,802.1855099994168,21.917246296531836,185.99055139354212,2.0962230929912966,49.54396551529064
Carbon Nanotubes,Electrospinning,777.5287919850285,44.09871360755976,63.677762466909655,1.5923540034772934,55.70000797728427
Polymer Matrix,Electrospinning,1364.4276285221035,26.80299460225188,195.18053110535035,2.091639922942592,55.66613547642727
Polymer Matrix,Electrospinning,503.37294355055553,49.622632994251845,162.63993800914932,1.6594508542195416,58.71917454111728
Graphene,Langmuir-Blodgett,701.2531609049076,16.077721196297645,99.95321861791678,2.4817197797860144,42.75640656369876
Carbon Nanotubes,Electrospinning,1090.446688261976,28.533961521587337,180.92638305076662,1.759709102770072,50.426598503387
Graphene,Langmuir-Blodgett,662.4505278446649,39.29801323635745,77.03642041734523,2.1960161797413282,55.71721851434727
Carbon Nanotubes,Langmuir-Blodgett,1485.8039227235881,10.214682319140298,116.76125934695321,2.156045069771175,48.696828503754375
Polymer Matrix,Langmuir-Blodgett,964.195622421631,16.074211127720694,130.18271975879037,2.191351457605084,52.53767826090716
Carbon Nanotubes,Langmuir-Blodgett,1097.3640749605509,10.814269976439213,205.42743275474734,1.9299949134593681,56.34063449638869
Graphene,Electrospinning,660.3734651051932,49.71511461531015,111.75686130555454,1.574331798667767,49.46733001654523
Graphene,Electrospinning,789.3781008719278,40.42498649685882,59.80693041844745,2.480007377554136,48.165633058769934
Graphene,Langmuir-Blodgett,1114.6247826794156,24.94236390986401,86.14813887537582,1.6915258345071558,43.61113914206999
Carbon Nanotubes,Electrospinning,1049.5533732863978,16.25139738787103,171.6186261676604,2.269720290109412,56.490997721543266
Polymer Matrix,Electrospinning,1284.363945441166,13.615329712138028,53.0500761011252,1.6375735002321425,55.91557903076547
Polymer Matrix,Electrospinning,769.2331785743162,31.276288022036475,208.44645445407818,1.7811970145087161,54.86300894945862
Carbon Nanotubes,Langmuir-Blodgett,1153.542146706534,49.03565272796796,230.2240156717082,2.059886648689914,47.866319062618075
Graphene,Electrospinning,790.9755057488654,36.98443778631056,149.07952162937232,1.91346936225604,51.66381307006027
Polymer Matrix,Langmuir-Blodgett,1086.7526197461202,24.605534730349177,191.52608367346974,2.4582665063990228,42.47973565380833
Graphene,Electrospinning,1105.0309676852085,30.03403892949953,142.53535810256392,2.347685194653833,46.39037673247761
Carbon Nanotubes,Langmuir-Blodgett,621.8391113544888,49.956134717578074,111.75265890296917,2.4217903475187845,48.71053920508609
Graphene,Langmuir-Blodgett,1048.633110686266,30.750649155378017,82.97327573530609,2.140696563752062,40.870784855443794
Polymer Matrix,Langmuir-Blodgett,511.9382999541825,48.56805943105423,153.6324575269455,1.7189157078839705,42.07175244060532
Polymer Matrix,Electrospinning,1001.2107513746914,10.65446875271304,235.9779136465122,2.0184994281006485,56.59448997060977
Graphene,Langmuir-Blodgett,1197.521888608075,38.8385251293669,227.99443337696798,2.2655333962175055,59.42407818292301
Carbon Nanotubes,Electrospinning,572.8327289899887,35.08645796852466,233.92516007910288,1.564718220644953,46.439803282954244
Graphene,Langmuir-Blodgett,1438.7108164170272,37.41319433829287,243.28261201960103,2.3631170693545673,42.13481287319251
Carbon Nanotubes,Electrospinning,958.7555319894543,32.82268357029811,83.07159548185732,2.1313509167731928,58.70784687760994
Graphene,Langmuir-Blodgett,1438.4162756240619,11.767071049666233,79.30506825788062,2.2235714677939624,58.2862309399023
Polymer Matrix,Electrospinning,607.3984236911325,15.982557419673036,135.55228156990518,2.194295440915316,53.093171642408265
Carbon Nanotubes,Langmuir-Blodgett,1449.9025944195346,46.890050813408585,187.86230722630148,2.347762385636098,46.77181345731587
Carbon Nanotubes,Langmuir-Blodgett,609.1970994253468,19.317000334684664,137.93878399308443,1.5875209488382356,42.251405210668416
Carbon Nanotubes,Langmuir-Blodgett,961.495798451336,49.71749077307767,228.47087418802693,1.8770439495934599,58.78986670330153
Polymer Matrix,Electrospinning,1437.9920667268657,37.183539375784676,193.4792967579254,2.0026165965018023,58.40761074842533
Graphene,Langmuir-Blodgett,732.7082003888715,27.774179605047383,176.7941610892404,2.0465972121439266,54.86404255412752
Polymer Matrix,Langmuir-Blodgett,534.784980858734,46.8019542574416,64.20756549585471,2.44255516231663,58.67772599778951
Carbon Nanotubes,Langmuir-Blodgett,1293.1106750282208,41.79944758469822,85.06708549685489,1.542463840256829,42.79520864770531
Graphene,Langmuir-Blodgett,1095.8836376690099,27.15860318339608,135.6307508490774,2.366393380376566,42.18499712275295
Polymer Matrix,Electrospinning,1013.9211929014407,12.743718890694243,245.27495387159752,2.0519010719881803,43.84080788782207
Carbon Nanotubes,Langmuir-Blodgett,534.3433843532184,44.732182981380035,116.88173971674294,2.0546281692661457,44.30984700792217
Carbon Nanotubes,Langmuir-Blodgett,1153.231268806845,40.60159725433365,175.99509250315486,1.8203303211849335,56.54338244881225
Polymer Matrix,Electrospinning,671.6233518845647,41.62939349162859,247.7812066399188,2.1436201907607395,58.434698270109
Polymer Matrix,Electrospinning,1431.1966802046954,39.79434930902222,102.80501177991937,2.1464131276491916,44.3118069191491
Polymer Matrix,Electrospinning,1185.7269510756819,21.030179575123316,83.33340464831585,1.6892939740644142,49.25389492976931
Carbon Nanotubes,Langmuir-Blodgett,1207.0338880338363,44.353828786773505,159.26665642679995,2.177005946109495,49.08969714974363
Polymer Matrix,Electrospinning,732.5802726112804,10.08930212576435,160.37807810228398,1.7667063213111387,43.557399777394565
Carbon Nanotubes,Electrospinning,1380.7538380567185,19.491051135350105,234.37732650161885,2.1887866660692468,57.066944767776604
Polymer Matrix,Electrospinning,1037.732570783201,11.862383952967829,55.28601903832142,2.111942995919228,50.44985664775783
Carbon Nanotubes,Langmuir-Blodgett,1357.0841778142305,14.423858266758401,131.4755466106493,2.2159519799542378,51.324773812359226
Carbon Nanotubes,Langmuir-Blodgett,770.9474748322759,31.295165500700218,112.46963169159434,1.5196997993380115,45.16855931902728
Graphene,Langmuir-Blodgett,1255.461713098246,11.490247597641376,164.21056297687556,1.6253656196435995,51.183170657374404
Polymer Matrix,Electrospinning,1074.5669036600475,17.255241908015183,51.866070972133826,2.3402006559083084,55.850797895663284
Polymer Matrix,Langmuir-Blodgett,548.4193058105816,19.30960589563311,192.21276168022544,1.8807232613507119,46.09863034001978
Carbon Nanotubes,Electrospinning,905.3423237732869,36.21355220548887,146.99794849860484,2.336718354453056,42.26590340480096
Carbon Nanotubes,Electrospinning,683.9104651234649,28.752820977929275,190.13784117724435,1.5626742588241185,51.680803405357345
Carbon Nanotubes,Electrospinning,859.173587878756,28.336500922218335,139.56124272926633,2.2693713544830807,52.71661177465114
Graphene,Langmuir-Blodgett,883.3516342652224,40.73730217030498,144.8385666385172,1.5837670343599068,44.041280993946266
Graphene,Electrospinning,974.9283530283848,28.268856482973405,229.109945614481,1.9683266427991306,44.966093055361696
Carbon Nanotubes,Electrospinning,1100.290442728463,23.939549716721853,92.17962972489735,2.437573641743456,43.06137742070755
Polymer Matrix,Langmuir-Blodgett,1070.9776524981992,48.49804182417331,93.49774690315253,1.5776780694876018,58.42762961690586
Polymer Matrix,Electrospinning,538.991404704995,10.33173237751428,161.8953190220609,1.850662129546259,44.260240079794634
Graphene,Electrospinning,1250.689218488722,22.215720003015353,182.04485491088369,2.018348598647514,40.21276225881724
Graphene,Electrospinning,1449.183884472768,34.37570865518892,120.93764669642965,2.399457309943336,56.80305633053878
Carbon Nanotubes,Langmuir-Blodgett,848.6812889849666,41.312369442112214,153.90223346298154,1.832607193993098,56.06454933613408
Polymer Matrix,Electrospinning,679.7469013382586,42.65651819034257,95.57128042350644,2.307041611381677,49.13069945313279
Carbon Nanotubes,Langmuir-Blodgett,1040.0015631153851,11.842925274206898,77.18212446196566,2.218173032800117,55.943247059083106
Graphene,Langmuir-Blodgett,1204.912928244144,38.36528222230351,97.65253001325051,1.8070673712285386,48.9923340545592
Polymer Matrix,Electrospinning,1178.9048945276631,38.81014573887268,233.27461183903148,1.840813243310151,44.49028961726329
Polymer Matrix,Electrospinning,1112.1095775008582,18.563176858250724,210.36359946521497,1.6910121849798476,48.52109114278221
Graphene,Electrospinning,646.2322521282085,14.511001138803682,78.04913563244205,2.1929623681461066,49.73748589001909
Carbon Nanotubes,Electrospinning,1336.8248944029983,39.987446307812085,59.3120612230404,2.063102389364565,40.18006827176022
Carbon Nanotubes,Langmuir-Blodgett,925.6215624188153,19.980000249491123,68.63699436915904,1.654952106921018,42.26659026290883
Polymer Matrix,Langmuir-Blodgett,721.46858303187,10.06695216334709,108.68656083491975,2.1200702764489874,57.49530197642346
Graphene,Electrospinning,586.2661410630965,18.942904143074443,212.2718031505478,1.9986496450088493,47.84850853209362
Polymer Matrix,Langmuir-Blodgett,916.719114973049,11.242720352652501,114.27489732142291,1.592589952706946,46.6293434402825
Graphene,Electrospinning,1117.9730468473074,19.967467467765143,87.13105265368614,2.453703433361417,57.7671308035665
Carbon Nanotubes,Electrospinning,1165.3777091515076,23.400783293272838,129.16822109159185,2.334755773613971,43.0913933257809
Graphene,Electrospinning,1462.7369113972568,20.85600638151806,74.810724468264,1.5710241279160144,44.339746155655405
Carbon Nanotubes,Electrospinning,653.1480836637575,46.79748268716978,144.04336894801264,2.4312679378809365,56.55901050150782
Graphene,Langmuir-Blodgett,1485.773665197552,19.301317895411387,185.11083092926128,2.4166778276437952,45.59309357271604
Polymer Matrix,Langmuir-Blodgett,1154.675880572228,28.701392911124053,123.76972394454955,1.5421830167330672,52.66464521338426
Carbon Nanotubes,Electrospinning,954.2290577072015,48.29710375376188,84.72229918814216,1.7014789458094461,54.791433161022574
Polymer Matrix,Electrospinning,1388.1942258481595,45.16797965480889,140.63949642089528,2.202408386736649,44.454405934011504
Polymer Matrix,Langmuir-Blodgett,1194.479741953393,22.370338981310454,202.4978464953631,2.4345735750229096,45.06815638507737
Carbon Nanotubes,Langmuir-Blodgett,848.7172148570153,23.05961179829875,65.31885032822969,2.323114721756534,50.325901922822
Carbon Nanotubes,Langmuir-Blodgett,1384.0856965764615,33.73317610037799,64.18742440468897,1.7818978539442536,55.844274100440856
Polymer Matrix,Electrospinning,1166.6154568195348,46.7145140301692,113.62214788656775,1.5334385565217703,51.087550724942005
Polymer Matrix,Langmuir-Blodgett,1198.8373557942195,10.399991818232133,133.0105574807752,1.9728874144830637,41.34672805881449
Polymer Matrix,Electrospinning,1396.389888086026,25.724791687407247,93.29436714567858,1.5919617446098924,47.01674358867593
Polymer Matrix,Electrospinning,948.4162079690552,43.991019454488956,55.382126240410656,1.745296232106194,46.612757456256006
Carbon Nanotubes,Langmuir-Blodgett,1156.9041059597566,26.418799135471037,93.91192838275886,2.140097056072185,56.152038128704575
Carbon Nanotubes,Electrospinning,1244.6890216377803,38.80219500879757,137.0739743747526,1.9950189489189254,45.793272960516774
Polymer Matrix,Langmuir-Blodgett,953.9400581307816,37.67699609648809,65.8854688872444,1.8767192571014433,58.02434905708831
Graphene,Electrospinning,583.4521157377934,18.21834838521469,193.1783657287941,2.4299623263493366,46.69968411492828
Graphene,Electrospinning,1271.4397690943606,27.983780174679328,160.42016888204603,1.6929661750680551,43.88216392885008
Carbon Nanotubes,Electrospinning,547.8163527433618,32.647468512506876,136.88804396049017,1.987478243152259,50.79879818270741
Polymer Matrix,Electrospinning,1217.9144017227381,38.61851740976359,153.74236864257614,2.0734951798533396,47.727745724991294
Polymer Matrix,Electrospinning,1410.875208524553,42.89558526300341,181.16119640340617,1.821942036758258,52.95180669497108
Carbon Nanotubes,Electrospinning,846.9689983700184,40.39732844677973,248.95970114864264,2.205297439163064,58.3142589021916
Graphene,Langmuir-Blodgett,602.0617851378269,11.132458695409206,205.02401250829016,2.367278675824405,58.81550797427018
Graphene,Langmuir-Blodgett,732.8639897908411,36.82551366406662,158.0726222107703,2.0414789285429897,44.547291944861264
Graphene,Electrospinning,1062.2815641253924,29.892618554226928,204.10675966826796,2.2813369431144386,43.245425619658285
Carbon Nanotubes,Langmuir-Blodgett,1442.6597431060864,32.954469434143476,145.04484553191944,1.560961644725655,58.799141380593426
Graphene,Electrospinning,1012.2827298861168,24.918648509835077,112.1817405456101,1.653782562977744,56.248556150216515
Carbon Nanotubes,Langmuir-Blodgett,612.7372881966962,38.561048583476214,102.39225556305504,1.9620255288473278,45.23351985460688
Carbon Nanotubes,Langmuir-Blodgett,1127.7831737163378,36.95554048476533,129.89585542006512,2.4210198558264358,56.09908767185577
Polymer Matrix,Electrospinning,1232.8449367879414,33.179459258254624,50.45665508049375,2.0315914567348106,54.821092192945066
Graphene,Langmuir-Blodgett,893.2836699927909,44.464221303572586,85.39118214256874,1.932302117624045,45.07123997538673
Carbon Nanotubes,Electrospinning,1221.5140643454147,14.076000995665577,75.30666898117798,2.100107570159423,58.11568712774069
Graphene,Langmuir-Blodgett,824.8228151391897,22.040931036811347,242.06840526938086,1.6244657948811039,46.43609289700249
Graphene,Electrospinning,1289.0901515964133,29.805216608113113,62.969564786406075,2.1536806328847606,49.603581589345474
Polymer Matrix,Langmuir-Blodgett,841.0721595700691,48.34419245198142,150.19455482806205,1.5940211446040546,52.18523066803322
Graphene,Electrospinning,756.107091600626,12.878535451272768,233.9435862473516,2.0767933163697467,43.825265082784725
Polymer Matrix,Langmuir-Blodgett,1379.181405891575,23.483099599393483,171.5040437713746,2.2143900411385027,52.22576019376117
Carbon Nanotubes,Electrospinning,1048.4734211753962,47.03562214903799,149.05381560132452,1.9115074638285505,54.12543950017202
Graphene,Langmuir-Blodgett,785.1562887416848,45.91790269796653,198.59867739044407,2.4109027268577377,42.03094172680339
Carbon Nanotubes,Electrospinning,1435.0868896470674,44.60982282830409,120.67505832342647,1.6520320446203236,47.586967113812285
Graphene,Langmuir-Blodgett,1190.8511754660492,22.335618240055357,88.74288806509381,1.6709584714020607,52.241191971447165
Carbon Nanotubes,Electrospinning,720.7003996555673,43.873431190040215,219.45649183792727,2.0169144094510725,58.52433778338077
Graphene,Langmuir-Blodgett,1114.6423545927805,30.213576475836746,61.31643179505024,2.431655373866245,57.81966952310029
Graphene,Electrospinning,1370.3588312890247,34.791153761694495,211.5587978173901,1.890698602964176,43.39334630542532
Graphene,Electrospinning,1196.1531425400576,19.552996218434764,70.67321799087017,2.426399877761437,52.21015790545657
Graphene,Electrospinning,744.7591507601304,38.266955556764046,175.11357558139514,2.1934748919095437,41.96035665080301
Graphene,Electrospinning,1148.8483286945147,23.10788417022557,145.40946573094644,2.2825552272487135,45.87757782969208
Graphene,Langmuir-Blodgett,1119.1593727202007,23.75521704482606,249.70823398441613,2.4378707044037373,51.94540524248008
Graphene,Langmuir-Blodgett,1320.8436635786886,35.47268704374302,127.58415507832261,2.0723283372131935,41.62729502997247
Graphene,Langmuir-Blodgett,678.1325969966998,19.593276886962837,241.45733958277722,2.141652930378291,57.777241209231484
Graphene,Electrospinning,1199.63466700136,18.977548929832665,130.756100790363,2.0789904363468588,56.57977301069673
Carbon Nanotubes,Electrospinning,527.370692133702,24.7665177038431,186.34009818322676,2.2848585594445443,49.4677994500214
Polymer Matrix,Electrospinning,1196.1753006357676,41.12254500236934,178.73225376904566,1.7734062945039302,49.83508510051703
Graphene,Electrospinning,1460.4373039385569,18.98728196252597,67.29039038063183,2.288047836405585,57.62725757551337
Polymer Matrix,Electrospinning,674.3882662496175,41.49273562214612,198.67316367955783,2.2135456312693984,41.00874703651615
Graphene,Langmuir-Blodgett,811.2997728190089,37.82421108659,91.73352213474828,2.1020661771356384,42.87761839375885
Graphene,Langmuir-Blodgett,1082.8715720285513,37.16319521880598,127.68818917057487,1.5387917442841705,46.16008791173573
Carbon Nanotubes,Langmuir-Blodgett,1232.3950458572558,28.99022694853642,206.44014942121797,2.274543971850157,47.28768541171255
Carbon Nanotubes,Electrospinning,844.3713904045344,39.83551333437404,238.86273733612146,1.6324259529947565,59.748935551901035
Polymer Matrix,Electrospinning,1164.2589771401376,10.540780804155162,161.96073124139775,2.461971923048433,42.949237703851466
Carbon Nanotubes,Electrospinning,1399.2787925363332,22.224290326616874,153.87690020370775,1.5814931012128284,46.06207761400284
Carbon Nanotubes,Electrospinning,1226.5587872242618,37.16549855295258,150.98468336273004,2.220275579782852,56.55899856714615
Polymer Matrix,Electrospinning,1211.022717602244,49.49181697061131,213.31293920626516,1.8604256836696365,55.687093639882164
Carbon Nanotubes,Electrospinning,881.970658416616,10.100573643371039,248.6232159822861,2.2356903921149724,53.09633420455128
Graphene,Electrospinning,1411.429308838201,30.398890601348313,176.71820875561113,2.0189527109660244,46.57103485889051
Polymer Matrix,Langmuir-Blodgett,777.3229419610777,46.953457161480976,125.72448529667804,2.1295052308674256,42.35553836812829
Polymer Matrix,Langmuir-Blodgett,705.2803566197007,44.54157539266695,93.73286287661728,1.5754367406096592,59.67093089594451
Graphene,Electrospinning,864.2239337265039,10.925447790176857,89.76424078324087,2.4664790923670026,45.02852825336421
Carbon Nanotubes,Electrospinning,1150.156220738494,31.18232509402741,221.23020032086794,1.5038464757804941,56.89272974397544
Polymer Matrix,Electrospinning,1361.6779861945067,10.171484056677343,248.47041155050377,2.4411594504690743,57.90016435779449
Polymer Matrix,Langmuir-Blodgett,632.0787823473171,41.58299792929502,189.59808808417657,2.0682501918887715,48.81799330880901
Graphene,Langmuir-Blodgett,1313.802177260163,22.35499368357383,241.16578985759048,1.7582701486588563,57.01661304239188
Graphene,Electrospinning,1312.8233946689952,40.62362647661154,119.9991066328637,2.1377277696685977,45.58073979930212
Carbon Nanotubes,Langmuir-Blodgett,1086.919356590086,47.791733668142875,175.51904668752076,2.172897135350477,57.79822254690772
Polymer Matrix,Langmuir-Blodgett,1260.6479395780257,49.04340216620594,152.33691071465842,2.230331644877768,52.71932631763403
Carbon Nanotubes,Langmuir-Blodgett,681.8806981515874,45.76444723512558,146.4036315724372,1.5164377543867253,43.88744402670442
Carbon Nanotubes,Electrospinning,669.5860008207134,18.165738126998647,176.47472723208404,2.482782403784324,55.730941341666785
Graphene,Langmuir-Blodgett,1362.800034128727,17.784006797119876,112.06776289724246,2.1179129346746697,58.27384662800007
Polymer Matrix,Langmuir-Blodgett,998.1484372345669,35.03121731544911,178.12446774489362,1.8775361978900138,51.4085954071154
Polymer Matrix,Electrospinning,745.9372142528491,31.76214728991903,184.57230633647853,2.070650383442803,55.20745879354236
Polymer Matrix,Electrospinning,1188.7303576063237,10.381384312053953,217.2226666341061,1.6784218226494447,55.895947837433546
Graphene,Langmuir-Blodgett,1391.875166934221,25.669094046053168,196.0962836904629,1.7472665507702856,55.74808767229798
Graphene,Electrospinning,1132.3226459442499,46.267640220687014,113.95489262501874,1.5857795030370023,49.08842829021012
Graphene,Langmuir-Blodgett,847.3450429400173,45.934360756794476,140.1600064443521,2.3792336472293507,54.79885227268805
Graphene,Langmuir-Blodgett,983.2377652930145,18.156275363841395,74.07558224189367,1.7516001151286162,50.97061084447357
Graphene,Electrospinning,1252.2694609453397,25.27852276629043,101.45882752442094,2.2397104699471617,48.293193733475725
Polymer Matrix,Electrospinning,567.5012288723875,32.4146404398433,154.1890119883287,1.774198682813215,43.316252430280336
Carbon Nanotubes,Langmuir-Blodgett,717.1645159564423,44.111370603688975,70.15215617290495,1.6459886494910363,58.18076284950418
Polymer Matrix,Electrospinning,962.5831866494473,31.27977756965393,164.12125915994721,1.6081344706146175,48.298226854956326
Carbon Nanotubes,Electrospinning,1104.2409640970986,48.727992498521395,128.05583033925276,2.360244350723869,44.79131017308784
Graphene,Langmuir-Blodgett,839.1655910423244,41.96208551951552,56.953255089047694,1.619736784749436,44.845915120460546
Carbon Nanotubes,Langmuir-Blodgett,798.3909218698807,48.123674919144875,136.88957632215107,1.5871491829941191,44.84176525732119
Polymer Matrix,Langmuir-Blodgett,541.3841956997213,39.25968873505373,106.22803528982958,1.5093547855552902,40.04947087074276
Polymer Matrix,Langmuir-Blodgett,532.6017720514476,45.10496557450119,63.39547483821903,1.8664400493609359,48.764382989713184
Carbon Nanotubes,Langmuir-Blodgett,778.6948543028257,43.24015169511398,108.67397227897303,2.442687190542366,57.813751741524634
Graphene,Langmuir-Blodgett,1030.506100089543,20.15353926964512,108.81902474521073,2.4086498590804863,40.50292836745439
Graphene,Electrospinning,1056.3714964454116,19.181456938170747,121.01473412088355,1.6150527057374626,59.13194953861499
Polymer Matrix,Electrospinning,994.0274928668689,44.57533701826926,123.29499383506581,1.5124947255004249,43.582460517162296
Carbon Nanotubes,Langmuir-Blodgett,909.8806840028343,13.387109500812917,135.95430095764885,2.251007522473888,54.37748640884878
Graphene,Electrospinning,752.2915892613207,26.342544187989276,68.39162554491125,1.806477290630656,55.70656781052264
Graphene,Electrospinning,900.6944315927822,42.82631081142236,51.05555645497346,2.33467697975278,54.702309840848216
Polymer Matrix,Langmuir-Blodgett,638.7599653855135,42.529573273646946,197.2014574399337,1.715429438724424,46.7835121241485
Graphene,Electrospinning,615.2592290260368,15.551312427210782,117.4692898854276,1.992208600648176,54.07624632950358
Carbon Nanotubes,Electrospinning,799.9432568137914,29.508392034288377,172.72235509149093,1.5329460387125682,49.4594844050833
Polymer Matrix,Langmuir-Blodgett,1495.3487964272197,29.19329610900523,111.40696398663717,2.394714827815603,43.043942851277606
Polymer Matrix,Electrospinning,826.4969475163984,22.94885809756874,246.83746808919304,1.6779759954810793,44.01859548995041
Carbon Nanotubes,Electrospinning,1436.4563903551052,46.687245802573464,113.08494086334088,1.7947030328316682,40.520590446500776
Polymer Matrix,Langmuir-Blodgett,892.262145767694,36.12470448022927,171.00888050416884,1.9797003965802573,46.6394073549607
Graphene,Electrospinning,939.0099911996094,49.20749959377482,93.9942497230827,1.7712688424166274,54.559789902238634
Graphene,Electrospinning,1297.0628832022294,12.670648433070353,153.56047567539082,1.54016344602092,59.380965693414325
Carbon Nanotubes,Electrospinning,593.6383274474567,25.774006916437273,165.86616133406295,1.5290861297892333,42.67116390942397
Graphene,Langmuir-Blodgett,682.3133235936396,43.405502483952425,86.56480792813934,2.4552132628144094,47.06561741837515
Carbon Nanotubes,Langmuir-Blodgett,1473.8402649752147,26.907426768486367,74.73108133959985,1.8254963242489683,43.62997041463672
Carbon Nanotubes,Electrospinning,1005.9173399606947,20.47512108173297,244.72025802928542,1.8343915940678692,55.217743429325026
Graphene,Electrospinning,544.3096822086303,49.91230177268429,228.6535230604431,2.4228999699943587,58.39167594468961
Carbon Nanotubes,Langmuir-Blodgett,547.3807330560505,44.92499558809256,182.01342641437196,2.336153679815257,42.28002797645219
Graphene,Langmuir-Blodgett,1407.2406837773929,31.858946451977943,222.2108542510509,2.186941605344729,58.07173091137457
Polymer Matrix,Electrospinning,1373.3650895587175,32.4683694498643,69.11207459908657,2.1585057573382964,45.42985890584801
Polymer Matrix,Langmuir-Blodgett,958.3991069451001,10.27451842350613,195.87524966390876,2.301085736219668,44.46126922188941
Carbon Nanotubes,Electrospinning,663.2220859445988,49.239783235324474,107.1208690719346,1.668875449926937,41.13268795922215
Graphene,Electrospinning,1330.2846063624797,42.25180647629966,157.89863827237465,2.1642748574330724,41.60936555875948
Graphene,Langmuir-Blodgett,824.6001072796505,11.469174381785155,202.96278367704906,1.5983985922645925,41.38449525171668
Polymer Matrix,Langmuir-Blodgett,919.0583986630954,17.053207686366257,56.69586602882153,1.6265127328446738,48.928244186943594
Polymer Matrix,Electrospinning,1182.476379049318,42.841249211896994,188.96763621980452,1.7427561007735235,53.17287776419225
Graphene,Electrospinning,853.3983534076544,13.474621930878428,136.97335809463084,2.2098037840458744,43.688414792470695
Carbon Nanotubes,Langmuir-Blodgett,1128.669926698293,47.67142910038268,137.93457437562324,2.3925451940342244,44.35277703919872
Polymer Matrix,Electrospinning,1385.2827104425842,49.995642486025005,231.4556200132194,2.1907862873840664,43.45793718130906
Carbon Nanotubes,Langmuir-Blodgett,1297.3732687744773,45.457312383211686,221.94727718593427,1.9166230269203814,56.13116731610437
Carbon Nanotubes,Langmuir-Blodgett,881.6110738671605,39.55615957430067,61.50674895122577,2.013661218748088,42.743597813170574
Polymer Matrix,Langmuir-Blodgett,787.9365547037348,29.491294046750927,173.66308618024289,2.212325799048086,41.468102290481724
Carbon Nanotubes,Langmuir-Blodgett,785.510448739559,13.297183053894944,137.16923293004498,2.113281890954218,40.73433517891761
Carbon Nanotubes,Langmuir-Blodgett,848.5911503765831,39.217849273688074,73.56289286268284,2.0294675343346986,40.803007016982946
Graphene,Electrospinning,993.5169867247723,25.87460616111546,220.2102772576829,1.736792478979135,50.93345643383792
Carbon Nanotubes,Langmuir-Blodgett,916.5974806939431,32.80914524586698,64.30221460954056,2.116960923587447,41.879704662325054
Graphene,Langmuir-Blodgett,633.0040209876579,21.735619045665125,56.41947905338183,1.5186681755683034,44.448532118615496
Polymer Matrix,Langmuir-Blodgett,663.4558583339083,19.68624038058966,89.50310799066025,2.0600539800149753,56.653537238033984
Polymer Matrix,Langmuir-Blodgett,842.9296093981834,22.971878345856197,110.67585132001847,2.3207450783929344,59.3621578404839
Graphene,Langmuir-Blodgett,1062.0641000588573,42.55312093654852,62.17615548548878,1.6797505497539724,57.21715822445156
Polymer Matrix,Langmuir-Blodgett,1092.6639501334948,27.0596616063824,178.26229182065637,1.6142104221941183,59.19205208752629
Carbon Nanotubes,Langmuir-Blodgett,986.2070648966301,22.46831647850193,137.43000483631022,2.4702351551945143,53.40902697605985
Carbon Nanotubes,Electrospinning,1238.7758812075144,27.31881589099683,132.43777232184553,2.343463337075333,59.74432842345108
Carbon Nanotubes,Electrospinning,1237.2487887567368,11.291494637858733,79.06814679228478,1.8020011603800499,49.926876555345686
Polymer Matrix,Electrospinning,927.6274716873886,45.624171312615324,137.55781672745331,1.7085727608635533,55.89376550591472
Carbon Nanotubes,Electrospinning,624.4408107609443,32.07046236667513,128.03318889508148,1.8340393631015974,59.433255720282716
Polymer Matrix,Langmuir-Blodgett,1030.174769767123,14.193049084826605,126.72854398424582,1.9312249712911318,54.185824516569596
Carbon Nanotubes,Electrospinning,881.4690639938326,21.53627727796541,93.71340237434819,2.3210829083053364,59.13439969221107
Graphene,Langmuir-Blodgett,637.9229897637033,49.342109955110985,68.88746695846123,1.7392037311563455,45.07289194348846
Polymer Matrix,Electrospinning,1481.817209964839,33.722297056156926,102.14158627124559,2.2208450633569363,46.005509636700225
Polymer Matrix,Electrospinning,869.7553892801022,21.65619547599382,183.45403297810506,2.4292909816128936,47.94480266127962
Carbon Nanotubes,Langmuir-Blodgett,1125.7978396212309,27.05382645463977,64.58468735349435,1.8795122096225874,49.291735141421505
Polymer Matrix,Langmuir-Blodgett,990.1288613365966,20.338991177413398,126.4648882489503,1.5260469143802133,57.9480943313886
Polymer Matrix,Electrospinning,642.8282792167661,11.272170284781584,152.87524612647053,2.327616422287214,57.75724909904241
